"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN041576","NT Portion 1208 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041576,,2025-02-07 15:31:05.0,9.5,8,,,"Constructed&Capped","Current",-12.204141,136.713886,53,686456,8650283,"GPS",
"RN026047","NIELSON P L=41 S=559",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026047,0,1988-09-08 00:00:00.0,54,0,0,"Production","Abandoned","Historical",-12.574104,131.256624,52,745180,8608910,"Surveyed",
"RN028803","K.J. SIMPSON L=2753 S=338 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028803,3,1993-05-14 00:00:00.0,55.5,55.5,0,"Production","Constructed&Capped","Current",-12.534608,131.113058,52,729610,8613410,"GPS",
"RN042625","NT Portion 1646 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042625,,2020-12-09 00:00:00.0,14.2,14.2,,,"Constructed&Capped","Current",-12.180671,136.736201,53,688901,8652864,"GPS",
"RN026046","VRIGS T S=1764",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026046,6,1988-08-12 00:00:00.0,61,61,0,"Production","Constructed&Capped","Current",-12.680204,131.043103,52,721880,8597360,"Surveyed",
"RN028804","M.J. & W.D. HARRISON L=3149 S=305 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028804,5,1993-07-31 00:00:00.0,39,39,7,"Production","Constructed&Capped","Current",-12.537654,131.034613,52,721080,8613140,"On Block",
"RN042624","NT Portion 1646 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042624,,2020-12-10 00:00:00.0,13.5,13,,,,"Current",-12.182083,136.737276,53,689017,8652707,"GPS",
"RN026049","JOHNSON R",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026049,6,1988-08-10 00:00:00.0,62,62,18,"Production","Constructed&Capped","Current",-12.800431,130.997544,52,716828,8584096,"GPS",
"RN028801","C.BAXTER L=2681 S=337 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028801,10,1994-04-25 00:00:00.0,42,42,8.5,"Production","Equipped","Current",-12.54042,131.103722,52,728590,8612775,"GPS",
"RN042623","NT Portion 1646 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042623,,2020-12-08 00:00:00.0,11.3,11,,,"Constructed&Capped","Current",-12.179625,136.737196,53,689010,8652979,"GPS",
"RN026048","GUNNINGTON G L=39 S=345",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026048,10,1988-08-15 00:00:00.0,48,48,13,"Production","Constructed&Capped","Current",-12.546176,131.078378,52,725830,8612160,"Surveyed",
"RN028802","S.A.CONNOR L=2998 S=448 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028802,5,1993-07-23 00:00:00.0,40,40,0,"Production","Constructed&Capped","Current",-12.526876,131.142293,52,732795,8614240,"GPS",
"RN042622","NT Portion 1646 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042622,,2020-12-11 00:00:00.0,15.5,15.5,,,"Constructed&Capped","Current",-12.185701,136.744136,53,689761,8652302,"GPS",
"RN026051","GOODRICH A=88/18 P=1402",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026051,0,1988-05-13 00:00:00.0,92,0,0,"Unknown",,"Current",-14.40016,132.11269,53,188628,8406065,"Estimated",
"RN026050","ARMSTRONG B L=2118 S=457",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026050,6.25,1988-09-07 00:00:00.0,42,39.8,9,"Production","Constructed&Capped","Current",-12.553791,131.144309,52,732990,8611260,"Surveyed",
"RN042628","658 Channel Island Rd, Wickham Section 1817",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042628,,2022-11-04 00:00:00.0,2.5,2.5,,,"Constructed&Capped","Current",-12.574202,130.957291,52,712645,8609160,"GPS",
"RN042627","658 Channel Island Rd, Wickham Section 1817",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042627,,2022-11-04 00:00:00.0,2.75,2.75,,,"Constructed&Capped","Current",-12.561902,130.958329,52,712768,8610520,"GPS",
"RN042626","658 Channel Island Rd, Wickham Section 1817",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042626,,2022-11-05 00:00:00.0,3.5,3.5,,,"Constructed&Capped","Current",-12.545933,130.96302,52,713291,8612283,"GPS",
"RN028795","HIDDEN VALLEY STN. ROAD BORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028795,4,1993-09-28 00:00:00.0,114,114,80.8,"Production","Constructed&Capped","Current",-16.640992,133.077984,53,294996,8159175,"GPS",
"RN028796","M.E. TREWARTHA L=28 S=286 BAGOT",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028796,8,1993-04-13 00:00:00.0,41,41,0,"Production","Constructed&Capped","Current",-12.490443,131.033093,52,720955,8618365,"GPS",
"RN026043","SYRIMI NIMO S=1552 H.GUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026043,11.1,1987-05-05 00:00:00.0,41,36,7.1,"Production","Constructed&Capped","Current",-12.566733,131.326013,52,752730,8609660,"On Block",
"RN028799","M.W. GREATZ & J.K. HANARA L=2481 S=1729 H.S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028799,1.5,1993-07-14 00:00:00.0,70,58,0.8,"Production","Equipped","Current",-12.557168,131.168072,52,735570,8610865,"GPS",
"RN026042","COOPER C L=2264 S=626 H.CAV",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026042,1.5,1986-11-17 00:00:00.0,66.4,66.4,12.9,"Production","Constructed&Capped","Current",-12.798445,130.943902,52,711005,8584360,"Surveyed",
"RN028800","M.J. BASHAM & C.L. GORDON L=2055 S=335 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028800,12,1993-06-14 00:00:00.0,56,0,0,"Production","Casing Pulled/Filled","Historical",-12.534154,131.084445,52,726500,8613485,"GPS",
"RN026045","BARRY C L=6 S=1711",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026045,1.5,1988-09-04 00:00:00.0,70,54.5,22,"Production","Constructed&Capped","Current",-12.761609,130.913648,52,707750,8588460,"Surveyed",
"RN028797","M.W.GREATZ & J.K.HANARA L=2481 S=1729 H.S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028797,0.5,1993-07-02 00:00:00.0,62.5,0,0,"Unknown","Backfilled","Historical",-12.557665,131.168076,52,735570,8610810,"GPS",
"RN026044","EBBERS D L=36 S=344",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026044,,,30,30,,"Production","Constructed&Capped","Current",-12.528756,131.075479,52,725400,8613930,"GPS",
"RN028798","M.W.GREATZ & J.K HANARA L=2481 S=1729 H.S/WAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028798,0,1993-07-05 00:00:00.0,59,0,0,"Unknown","Backfilled","Historical",-12.557528,131.168259,52,735590,8610825,"GPS",
"RN013588","A 60/13 DENNISE,S. 15km (SW) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013588,1.9,1982-12-18 00:00:00.0,75,0,38,"Production","Constructed&Capped","Current",-24.430587,132.389745,53,235338,7295606,"Estimated",
"RN038538","D. & J. Politis",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038538,0.12,2015-11-03 00:00:00.0,60,60,0,"Production","Constructed&Capped","Current",-13.713519,130.693486,52,683129,8483315,"GPS",
"RN041579","NT Portion 1208 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041579,,2025-02-27 12:39:17.0,22,22,,,"Constructed&Capped","Current",-12.209603,136.720786,53,687203,8649674,"GPS",
"RN013589","A 60/11. 10km (E) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013589,0,1982-12-19 00:00:00.0,97,0,0,"Production","Backfilled","Historical",-24.429277,132.524949,53,249050,7296003,"Estimated",
"RN038539","Peter Politis (Politis Investments (N.T.) Pty Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038539,2,2015-11-01 00:00:00.0,42,42,4.7,"Production","Constructed&Capped","Current",-13.712404,130.690002,52,682753,8483441,"GPS",
"RN041578","NT Portion 7208 Melville Bay Rd, Nhulunbuy",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041578,,2025-02-08 11:07:19.0,38,38,,,"Constructed&Capped","Current",-12.204762,136.717299,53,686827,8650212,"GPS",
"RN013586","30M DRY DUD           NOT SEEN 15K S OF H/STEAD & 5K W",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013586,0,1982-12-13 00:00:00.0,30,0,0,"Production","Not Found","Historical",-25.361067,133.235692,53,322470,7193900,"Estimated",
"RN038540","Rosewood station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038540,13,2013-11-24 00:00:00.0,40,40,14.5,"Production","Constructed&Capped","Current",-16.489813,129.005163,52,500551,8176883,"GPS",
"RN041581","Lot 3217 (24 Chambers Drive) Katherine",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041581,4,2020-03-22 00:00:00.0,36,36,12,,"Constructed&Capped","Current",-14.468057,132.269115,53,205598,8398754,"GPS",
"RN013587","A 60/12. 20km (S) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013587,2.5,1982-12-17 00:00:00.0,182,0,51,"Production","Constructed&Capped","Current",-24.546291,132.372968,53,233880,7282754,"Estimated",
"RN038541","Troy Angus",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038541,,2016-12-06 00:00:00.0,41,41,,"Production","Equipped","Current",-14.120792,131.362662,52,755076,8437631,"GPS",
"RN041580","NT Portion 6459, Florina Rd Katherine",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041580,2,2020-02-15 00:00:00.0,52,52,,,"Constructed&Capped","Current",-14.524944,132.112328,53,188763,8392248,"GPS",
"RN038542","B.M. Smales",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038542,,,,,,"Unknown",,"Current",-12.543734,131.161053,52,734819,8612358,"GPS",
"RN038543","Legune Station (Beach Energy)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038543,8.46,2014-05-07 00:00:00.0,24,21,0.1,"Production","Constructed&Capped","Current",-15.074981,129.355056,52,538158,8333350,"GPS",
"RN013590","EAST HOUSE BORE 6&8"PVC CASING 35M ENE OF HOUSE BACK FE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013590,0.8,1982-12-27 00:00:00.0,27,27,11,"Production","Open Hole","Current",-25.222062,133.195265,53,318194,7209243,"GPS",
"RN013591","RN13591 No1. FORRESTY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013591,0,1982-07-13 00:00:00.0,1.8,0,0,"Monitoring",,"Current",-23.741395,133.838947,53,381668,7373921,"Estimated",
"RN013592","RN13592 No2. FORRESTY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013592,0,1982-07-13 00:00:00.0,1.9,0,0,"Monitoring",,"Current",-23.741404,133.838947,53,381668,7373920,"Estimated",
"RN041562","CT13MB Monitoring Well",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041562,6,2020-01-28 00:00:00.0,60,48,6,,"Constructed&Capped","Current",-20.297511,129.960416,52,600278,7755304,"GPS",
"RN013595","Old Monitoring Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013595,0,1982-08-06 00:00:00.0,2.2,2.2,0,"Monitoring","Constructed&Capped","Current",-23.740044,133.838961,53,381668,7374071,"Estimated",
"RN041564","IP1-02 Monitoring Well",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041564,6,2020-09-09 00:00:00.0,65,55.8,6,,"Constructed&Capped","Current",-20.257545,129.999587,52,604395,7759703,"GPS",
"RN042610","BH-S8-IT2",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042610,0.02,2021-12-18 00:00:00.0,11,11,7.3,,"Constructed&Capped","Current",-12.882123,131.20073,52,738816,8574877,"GPS",
"RN013596","RN13596 No6. FORRESTRY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013596,0,1982-08-06 00:00:00.0,1.9,0,0,"Monitoring",,"Current",-23.741359,133.838948,53,381668,7373925,"Estimated",
"RN038523","P.D. Snell",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038523,2,2013-11-08 00:00:00.0,109,109,18,"Production","Constructed&Capped","Current",-12.70171,131.133403,52,731671,8594902,"GPS",
"RN041563","CT13PB Production Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041563,6,2020-02-03 00:00:00.0,62,59,6,,"Constructed&Capped","Current",-20.297457,129.960435,52,600280,7755310,"GPS",
"RN042609","5445 Buniting Hwy Delamere",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042609,,2021-11-16 00:00:00.0,58.4,0,,,,"Current",-15.706945,131.950139,52,816216,8261275,"GPS",
"RN013593","RN13539 No3. FORRESTY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013593,0,1982-07-14 00:00:00.0,1.7,0,0,"Monitoring",,"Current",-23.741386,133.838947,53,381668,7373922,"Estimated",
"RN038524","Be Hunh",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038524,,2013-11-23 00:00:00.0,157,0,,"Unknown","Backfilled","Historical",-12.741998,131.419931,52,762760,8590171,"GPS",
"RN041566","CT2-03",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041566,20,2020-09-12 00:00:00.0,35,35,6,,"Constructed&Capped","Current",-20.267479,129.981315,52,602480,7758615,"GPS",
"RN013594","RN13594 No4. FORRESTRY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013594,0,1982-07-14 00:00:00.0,2.1,0,0,"Monitoring",,"Current",-23.741377,133.838948,53,381668,7373923,"Estimated",
"RN038525","N.L. & J.G. Spilsbury",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038525,7,2013-11-26 00:00:00.0,49,49,4,"Production","Constructed&Capped","Current",-12.785739,131.155478,52,733992,8585584,"GPS",
"RN041565","CT2-02 Monitoring Well",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041565,4,2020-09-14 00:00:00.0,35,30.7,6,,"Constructed&Capped","Current",-20.267506,129.976384,52,601965,7758615,"GPS",
"RN026058","HOWDAH PTY. LTD. L=3051 S=2883 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026058,0,1988-08-18 00:00:00.0,66,0,0,"Unknown","Abandoned","Historical",-12.80007,130.517798,52,664740,8584490,"GPS",
"RN028814","C.H. & D.R. KELMAN L=2845 S=403 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028814,6,1993-06-26 00:00:00.0,64,64,0,"Production","Constructed&Capped","Current",-12.583469,131.105452,52,728740,8608010,"GPS",
"RN042612","BH-S8-SD1 Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042612,,2021-12-18 00:00:00.0,15,15,,,"Decommissioned","Historical",-12.849101,131.192662,52,737971,8578539,"GPS",
"RN026057","FLANAGAN R L=7 S=1542",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026057,2.5,1988-08-30 00:00:00.0,58,54,0,"Production","Constructed&Capped","Current",-12.739603,130.980971,52,715080,8590840,"Surveyed",
"RN042612","BH-S8-SD1 Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042612,,2022-09-26 00:00:00.0,15,15,,,"Constructed&Capped","Current",-12.849101,131.192662,52,737971,8578539,"GPS",
"RN026060","DCD DRY CREEK=NICHOLSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026060,0,1988-10-10 00:00:00.0,46.3,0,0,"Unknown","Abandoned","Historical",-17.768844,137.803098,53,797225,8033168,"Estimated",
"RN028812","W.R. LARKE L=2017 S=460 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028812,1,1993-04-17 00:00:00.0,71,71,0,"Production","Constructed&Capped","Current",-12.54649,131.119043,52,730250,8612090,"GPS",
"RN042612","BH-S8-SD1 Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042612,,2021-12-18 00:00:00.0,15,15,,,"Constructed&Capped","Current",-12.849101,131.192662,52,737971,8578539,"GPS",
"RN026059","HOWDAH PTY. LTD. L=3051 S=2883 H=GLYDE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026059,1,1988-08-19 00:00:00.0,65,65,11,"Production","Constructed&Capped","Current",-12.80016,130.517798,52,664740,8584480,"GPS",
"RN028813","I.C. & J.M. LOVEGROVE L=3174 S=305 MIDDLE ARM",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028813,4,1993-04-07 00:00:00.0,45,45,0,"Production","Constructed&Capped","Current",-12.532613,131.031952,52,720795,8613700,"GPS",
"RN042611","BH-S8-IT4",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042611,0.03,2021-12-18 00:00:00.0,25,25,4.1,,"Constructed&Capped","Current",-12.882416,131.194897,52,738182,8574850,"GPS",
"RN042613","BH-S8-OL2-P Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042613,,2021-12-18 00:00:00.0,20,20,,,"Decommissioned","Historical",-12.846748,131.192289,52,737933,8578799,"GPS",
"RN026061","DCD DRY CREEK=NICHOLSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026061,0,1988-10-10 00:00:00.0,22,0,0,"Unknown","Abandoned","Historical",-17.753511,137.801917,53,797125,8034868,"Estimated",
"RN042613","BH-S8-OL2-P Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042613,,2022-09-27 00:00:00.0,20,20,,,"Constructed&Capped","Current",-12.846748,131.192289,52,737933,8578799,"GPS",
"RN042613","BH-S8-OL2-P Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042613,,2021-12-18 00:00:00.0,20,20,,,"Constructed&Capped","Current",-12.846748,131.192289,52,737933,8578799,"GPS",
"RN042612","BH-S8-SD1 Sec 1582 Hundred of Cotton 495 Marrakai",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042612,,2022-09-26 00:00:00.0,15,15,,,"Decommissioned","Historical",-12.849101,131.192662,52,737971,8578539,"GPS",
"RN028806","P.D. HARRIS L=3165 S=305 MIDDLE ARM",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028806,1.25,1993-03-31 00:00:00.0,72,0,0,"Production","Constructed&Capped","Current",-12.52794,131.034499,52,721076,8614215,"On Block",
"RN028807","C.R.WINN L=27 S=466 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028807,2,1993-06-16 00:00:00.0,91,53,0,"Production","Constructed&Capped","Current",-12.558242,131.158192,52,734495,8610755,"GPS",
"RN026052","SHEPHERD R P=1800",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026052,4,,24,0,,"Unknown","Constructed&Capped","Current",-14.460586,132.241026,53,202558,8399545,"Surveyed",
"RN028805","M.J. BRIDGMAN & L.V. BILATO L=2034 S=335 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028805,16,1993-05-13 00:00:00.0,61,51,0,"Production","Constructed&Capped","Current",-12.526311,131.08774,52,726865,8614350,"GPS",
"RN042608","78 Banyan Rd, Eva Valley",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042608,2,2021-12-06 00:00:00.0,48.4,48.4,20.5,,"Constructed&Capped","Current",-13.116674,131.020436,52,719037,8549085,"GPS",
"RN026054","BRIGHT R A=88/46 BLOODWOOD STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026054,0,1988-09-14 00:00:00.0,100,0,0,"Unknown","Abandoned","Historical",-15.225145,132.748766,53,258177,8315524,"GPS",
"RN028810","K.A. BANNERMAN L=3252 S=493 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028810,5,1993-06-12 00:00:00.0,50,50,0,"Production","Constructed&Capped","Current",-12.613138,131.125018,52,730840,8604710,"GPS",
"RN026053","BRIGHT R A=88/47 BLOODWOOD STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026053,0.4,1988-09-17 00:00:00.0,103,0,52,"Production","Abandoned","Historical",-15.219183,132.706883,53,253669,8316137,"GPS",
"RN028811","A.B. RAINEY L=3324 S=449 HUMPTY DOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028811,5,1993-07-21 00:00:00.0,48.5,48.5,0,"Production","Constructed&Capped","Current",-12.529761,131.14871,52,733490,8613915,"GPS",
"RN026056","A=88/93 DAGURAGU STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026056,0,1988-09-10 00:00:00.0,80,80,0,"Unknown","Abandoned","Historical",-17.887129,130.500209,52,658932,8021663,"Estimated",
"RN028808","G. BAXTER L=23 S=306 MIDDLE ARM",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028808,0.8,1993-06-30 00:00:00.0,66,66,0,"Production","Constructed&Capped","Current",-12.531542,131.042016,52,721890,8613810,"GPS",
"RN026055","BRIGHT R A=88/112 BLOODWOOD STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN026055,0,1988-09-25 00:00:00.0,80,0,0,"Unknown","Abandoned","Historical",-15.235988,132.833343,53,267277,8314416,"GPS",
"RN028809","Y.M.DAVIES L=G S=290 MIDDLE ARM",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN028809,5,1993-04-12 00:00:00.0,57,57,0,"Production","Constructed&Capped","Current",-12.502693,131.032545,52,720885,8617010,"GPS",
"RN013599","RN13599 No9. FORRESTRY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013599,0,1982-08-04 00:00:00.0,2.3,0,0,"Monitoring",,"Current",-23.741332,133.838948,53,381668,7373928,"Estimated",
"RN038526","C.S. Payne & B.L. Canny",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038526,,2013-11-28 00:00:00.0,79,79,,"Production","Constructed&Capped","Current",-12.760684,130.959912,52,712775,8588525,"GPS",
"RN041568","IP1-01 Monitoring Well",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041568,1,2020-09-24 00:00:00.0,10.3,9,4,,"Constructed&Capped","Current",-20.260293,129.997776,52,604204,7759400,"GPS",
"RN013600","RN13600 No10. FORRESTRY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013600,0,1982-08-04 00:00:00.0,1.1,0,0,"Investigation",,"Current",-23.741323,133.838948,53,381668,7373929,"Estimated",
"RN038527","G.W. & B.L. Howard",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038527,,2013-12-03 00:00:00.0,55,55,,"Production","Constructed&Capped","Current",-12.742153,131.059094,52,723563,8590492,"GPS",
"RN041567","IP1-03 Monitoring Well",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN041567,0.2,2020-09-25 00:00:00.0,10.5,11,,,"Constructed&Capped","Current",-20.255066,130.001716,52,604619,7759976,"GPS",
"RN013597","RN13597 No7. FORRESTRY BLOCK.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013597,0,1982-08-06 00:00:00.0,2.5,0,0,"Monitoring",,"Current",-23.74135,133.838948,53,381668,7373926,"Estimated",
"RN038529","B.E. Foster & H.V. Foster & M.L. Foster & V.K. Foster",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN038529,,2014-01-13 00:00:00.0,67,0,,"Unknown","Abandoned","Historical",-12.502398,130.960309,52,713032,8617102,"GPS",
