"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN002181","Craggleton Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN002181,0.5,,26.5,0,,"Production","Abandoned","Historical",-22.408634,134.189443,53,416573,7521717,"GPS",
"RN002177",""NEW"H/STEAD P/JACK@OLD H/STD AT 2ND LAST HOMESTEAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN002177,,,20.4,0,,"Unknown",,"Current",-22.899466,133.930823,53,390344,7467211,"GPS",
"RN002176","HOME SHEEP BORE. U\S 9.4K WNW OF OLD BUSHY BORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN002176,,,30.5,0,,"Unknown",,"Current",-22.903346,133.935541,53,390831,7466785,"GPS",
"RN002173","WEST END BORE NO.1 6K NTH OF NEW BULLOCK RN 2174",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN002173,,,95.7,0,,"Unknown",,"Current",-22.970846,133.888328,53,386045,7459276,"GPS",
"RN013432","A63\16 BLUE BUSH REPLACEMENT 7.3KM (NW) OF HAWKNEST RN1",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013432,4,1982-05-25 00:00:00.0,80,0,0,"Production",,"Current",-22.252875,133.097416,53,303938,7537950,"GPS",
"RN013433","A63/18. 6KM (S) OF ARDEN SOAK BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013433,1.5,1982-05-27 00:00:00.0,88,0,0,"Production",,"Current",-22.397518,133.333871,53,328487,7522222,"Estimated",
"RN005625","140/97.5 BORE 51 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005625,0.1,1966-10-01 00:00:00.0,33.5,0,0,"Investigation",,"Current",-22.140038,133.443452,53,339476,7550851,"Surveyed",
"RN010502","DUD  DRY 6.4KM (E) OF RN14385.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010502,0,1972-11-28 00:00:00.0,3,0,0,"Production",,"Current",-22.350721,133.441199,53,339484,7527522,"Estimated",
"RN013205","A83  CROCODILE BORE 12KM (SE) OF MERINO BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013205,2,1983-07-21 00:00:00.0,18,0,0,"Production",,"Current",-21.888638,133.788314,53,374825,7579006,"GPS",
"RN010503","Alcoota - Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010503,0.8,1972-12-01 00:00:00.0,21.3,0,0,"Monitoring","Constructed&Capped","Current",-22.380181,133.882253,53,384930,7524664,"GPS",
"RN005629","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005629,2,1966-11-08 00:00:00.0,51.8,0,0,"Monitoring","Constructed&Capped","Current",-22.188033,133.487645,53,344087,7545583,"GPS",
"RN004487","A4/4 TOP CORNER BORE    (MILL) 14K NTH OF SPINIFEX RN 2",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004487,1.5,1964-09-08 00:00:00.0,76.2,0,0,"Production",,"Current",-22.6153,133.937488,53,390802,7498676,"GPS",
"RN005630","90.5 / 81  BORE 52 TI TREE STATION",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005630,1.8,1966-10-03 00:00:00.0,65.2,0,0,"Investigation",,"Current",-22.183991,133.296649,53,324388,7545822,"Surveyed",
"RN005631","130/55 BORE 56 TI TREE GRID   [OBS]",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005631,3.7,1966-11-05 00:00:00.0,67.1,0,0,"Monitoring",,"Current",-22.256739,133.412591,53,336428,7537897,"Surveyed",
"RN018760","Monitoring Bore M3B Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018760,0.3,2011-03-24 00:00:00.0,30,30,,"Investigation","Constructed&Capped","Current",-22.597482,133.227084,53,317754,7499954,"GPS",
"RN005632","148.5/126.5 BORE 60 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005632,0.7,1966-10-21 00:00:00.0,42.7,0,0,"Investigation",,"Current",-22.06044,133.469431,53,342067,7559691,"Surveyed",
"RN018761","Nolans Replacement Stock Bore M3A Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018761,10,2011-03-26 00:00:00.0,59.5,59.5,19,"Production","Constructed&Capped","Current",-22.598361,133.22895,53,317947,7499859,"GPS",
"RN005633","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005633,0.1,1966-11-04 00:00:00.0,19.2,19.2,0,"Monitoring","Constructed&Capped","Current",-22.094827,133.423307,53,337346,7555835,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005633/Interval/Latest
"RN005634","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005634,3,1966-11-17 00:00:00.0,108.1,0,0,"Monitoring","Constructed&Capped","Current",-22.214772,133.36571,53,331546,7542492,"GPS",
"RN005635","105/95 BORE 53 CORE HOLE TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005635,9,1966-10-04 00:00:00.0,43.9,0,0,"Investigation",,"Current",-22.145901,133.33996,53,328808,7550089,"Surveyed",
"RN005636","130/55 BORE 57 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005636,3.7,1966-11-05 00:00:00.0,61.9,0,0,"Investigation",,"Current",-22.256739,133.412591,53,336428,7537897,"Surveyed",
"RN004224","A27/4 1ATT 100GPD(DUD N/TRACE) NORTH FLANK OF MT STUART",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004224,0.1,1962-06-24 00:00:00.0,43.3,0,0,"Production",,"Current",-21.839187,133.453039,53,340128,7584170,"Estimated",
"RN005626","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005626,0.5,1966-11-10 00:00:00.0,29.9,29.9,0,"Monitoring","Constructed&Capped","Current",-22.163176,133.441561,53,339307,7548287,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005626/Interval/Latest
"RN004225","A27/4 GINGER HOLE BORE 2ND ATT 9KM (SSE) OF RN2954.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004225,0.8,1962-08-27 00:00:00.0,85.3,0,0,"Production",,"Current",-21.813902,133.48582,53,343489,7587003,"GPS",
"RN005627","147/127 BORE 59 TI TREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005627,0.7,1966-10-20 00:00:00.0,57.9,0,0,"Investigation",,"Current",-22.059026,133.465008,53,341609,7559843,"Surveyed",
"RN005628","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005628,0.9,1966-11-04 00:00:00.0,55.8,55.8,0,"Monitoring","Constructed&Capped","Current",-22.146209,133.251318,53,319665,7549952,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005628/Interval/Latest
"RN010714","SG8 WRB INV OLD PRD U\S APX100M (NE)OF PROD N3 RN10715",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010714,1,1973-10-10 00:00:00.0,24.4,24.4,0,"Production",,"Current",-21.726248,133.761624,53,371923,7596961,"GPS",
"RN010715","Abandoned SG9 Production Bore #3 Wilora Community",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010715,1.1,1973-10-10 00:00:00.0,25.7,0,0,"Production","Abandoned","Historical",-21.726762,133.760734,53,371831,7596903,"GPS",
"RN005640","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005640,2.2,1966-10-14 00:00:00.0,48.5,0,0,"Monitoring","Constructed&Capped","Current",-22.055585,133.468235,53,341938,7560227,"GPS",
"RN005641","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005641,0.8,1966-10-24 00:00:00.0,61,61,0,"Monitoring","Constructed&Capped","Current",-22.206928,133.285405,53,323257,7543269,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005641/Interval/Latest
"RN005642","85/95 BORE 70 TI TREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005642,2.2,1966-10-26 00:00:00.0,61.9,0,0,"Investigation",,"Current",-22.145288,133.280868,53,322712,7550089,"Surveyed",
"RN005643","110/44 BORE 74 TI TREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005643,2.2,1966-11-07 00:00:00.0,70,0,0,"Investigation",,"Current",-22.286421,133.353095,53,330332,7534545,"Surveyed",
"RN018762","Monitoring Bore M3C Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018762,6,2011-03-28 00:00:00.0,36,36,19,"Investigation","Constructed&Capped","Current",-22.598288,133.228893,53,317941,7499867,"GPS",
"RN018763","Investigation Bore MB1 NTP 703 Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018763,7,2011-04-06 00:00:00.0,228,136,38,"Investigation","Constructed&Capped","Current",-22.574201,133.638186,53,359996,7502976,"GPS",
"RN019012","Roads Bore Plenty Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019012,1.5,2014-10-06 00:00:00.0,27,27,14,"Production","Constructed&Capped","Current",-22.977985,134.001266,53,397628,7458569,"GPS",
"RN018764","Production Bore PW1 Allungra North Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018764,6,2011-06-07 00:00:00.0,110,110,38.4,"Production","Constructed&Capped","Current",-22.570955,133.633472,53,359508,7503331,"GPS",
"RN019013","Abandoned Roads Bore Sandover Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019013,,2014-10-07 00:00:00.0,78,0,,"Production","Backfilled","Historical",-22.935509,133.83004,53,380038,7463142,"GPS",
"RN003344","HOMESTEAD BORE. AT TANK STAND.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003344,,,21.3,0,,"Unknown",,"Current",-22.210499,134.117718,53,409062,7543609,"GPS",
"RN000350","#2 Bore Abandoned Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000350,1.1,1955-10-01 00:00:00.0,39.3,0,0,"Production","Abandoned","Historical",-22.483486,134.238014,53,421615,7513457,"GPS",
"RN005639","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005639,9.1,1966-10-06 00:00:00.0,57.9,57.9,0,"Monitoring","Constructed&Capped","Current",-22.146577,133.372432,53,332158,7550050,"GPS",
"RN005637","143.5/130 BORE 61 TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005637,0.1,1966-10-22 00:00:00.0,68,0,0,"Investigation",,"Current",-22.050674,133.45477,53,340543,7560757,"Surveyed",
"RN010972","RAWLINS 1975 WELL 10 M  NE OF RN10546",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010972,0,1975-07-01 00:00:00.0,5.2,0,0,"Production",,"Current",-22.129808,133.417664,53,336804,7551956,"Estimated",
"RN005638","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005638,6,1966-11-05 00:00:00.0,57.3,0,0,"Monitoring","Constructed&Capped","Current",-22.243082,133.48752,53,344135,7539488,"GPS",
"RN004512","A87/1 2ATT 26M DUD N/T 1.6K NTH WEST OF H/STEAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004512,0,1964-09-27 00:00:00.0,25.9,0,0,"Production",,"Current",-22.636709,133.322429,53,327606,7495724,"Estimated",
"RN017268","Exploration Bore CRA TT3 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017268,,1972-11-14 00:00:00.0,156.9,0,,"Investigation","Backfilled","Historical",-22.23188,133.444188,53,339656,7540683,"GPS",
"RN017266","Exploration Bore DDH TTW1 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017266,,1978-10-01 00:00:00.0,150.2,0,,"Investigation","Backfilled","Historical",-22.242897,133.358416,53,330828,7539370,"Estimated",
"RN004509","A87/1 1ATT 3M SEEPAGE DUD  N/T 2K WEST OF HOMESTEAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN004509,0,1964-09-22 00:00:00.0,3,0,0,"Production",,"Current",-22.653211,133.322706,53,327655,7493897,"Estimated",
"RN017272","Exploration Bore CRA TT5 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017272,,1972-11-30 00:00:00.0,145.8,0,,"Investigation","Backfilled","Historical",-22.373283,133.322924,53,327330,7524893,"Estimated",
"RN017271","Exploration Bore CRA TT4 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017271,,1972-11-25 00:00:00.0,218.8,0,,"Investigation","Backfilled","Historical",-22.338499,133.353338,53,330420,7528779,"Estimated",
"RN017270","Exploration Bore CRA TT2 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017270,,1972-11-03 00:00:00.0,211.1,0,,"Investigation","Backfilled","Historical",-22.303154,133.382502,53,333382,7532725,"GPS",
"RN017269","Exploration Bore CRA TT1 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017269,,1972-10-21 00:00:00.0,318.8,0,,"Investigation","Backfilled","Historical",-22.267236,133.413753,53,336560,7536736,"Estimated",
"RN017273","Exploration Bore CRA TT6 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017273,,1972-12-10 00:00:00.0,226.4,0,,"Investigation","Abandoned","Historical",-22.408335,133.292918,53,324284,7520977,"Estimated",
"RN016010","Old Woola Downs Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016010,0,1986-01-01 00:00:00.0,12.2,0,0,"Production",,"Current",-22.203348,133.863322,53,382834,7544226,"Estimated",
"RN016988","Production Bore #14 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016988,4.5,2000-05-07 00:00:00.0,90,87.3,21.9,"Production","Constructed&Capped","Current",-22.438246,133.655053,53,361595,7518044,"GPS",
"RN016983","Production Bore #9 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016983,8,1999-05-13 00:00:00.0,90,71,19.6,"Production","Constructed&Capped","Current",-22.445173,133.650672,53,361151,7517273,"GPS",
"RN016982","Production Bore #12 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016982,7,1999-05-16 00:00:00.0,80.6,80.6,22.3,"Production","Constructed&Capped","Current",-22.464912,133.655447,53,361662,7515092,"GPS",
"RN017283","Domestic Bore Aileron Roadhouse",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017283,0.9,1997-09-08 00:00:00.0,54,54,46,"Production","Constructed&Capped","Current",-22.645315,133.347603,53,330204,7494800,"GPS",
"RN016981","Production Bore #11 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016981,7,1999-05-09 00:00:00.0,80,79.6,21.8,"Production","Constructed&Capped","Current",-22.458785,133.658344,53,361954,7515773,"GPS",
"RN016987","Monitoring Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016987,2.5,1999-05-21 00:00:00.0,90,89.5,26.7,"Monitoring","Constructed&Capped","Current",-22.472463,133.652245,53,361340,7514253,"GPS",
"RN016986","Production Bore #10 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016986,5,1999-05-20 00:00:00.0,83.4,83.4,21.9,"Production","Constructed&Capped","Current",-22.450686,133.657596,53,361869,7516669,"GPS",
"RN016985","Production Bore #13 Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016985,6,1999-05-18 00:00:00.0,90,72,21.7,"Production","Constructed&Capped","Current",-22.450707,133.668809,53,363023,7516677,"GPS",
"RN016984","Monitoring Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016984,5,1999-05-17 00:00:00.0,72,65.9,22.1,"Monitoring","Constructed&Capped","Current",-22.459378,133.668833,53,363034,7515717,"GPS",
"RN014025","DUD,8KM (W) OF S/HWY ON P/HILL RD & 7KM (N) ON BANK OF",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014025,0,1984-04-02 00:00:00.0,48,0,0,"Production",,"Current",-22.454187,133.259993,53,320953,7515861,"Estimated",
"RN014882","DEGGER BLOCK NO 3288 APX 300M (S) OF RN14883 TITREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014882,7,1988-08-30 00:00:00.0,67.6,0,0,"Production",,"Current",-22.248411,133.419903,53,337172,7538827,"GPS",
"RN014883","Red Centre Farm Lot 3287 Ti Tree Production Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014883,3,1988-08-30 00:00:00.0,67.6,0,0,"Production",,"Current",-22.245568,133.420286,53,337208,7539142,"GPS",
"RN006543","Monitoring Bore Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN006543,3.8,1969-05-22 00:00:00.0,91.7,91.7,0,"Monitoring",,"Current",-22.23014,133.401658,53,335270,7540830,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN006543/Interval/Latest
"RN006542","130/60C PRO DHALENBURG'S #83 350M E OF PRO RN 11767",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN006542,12.6,1969-05-13 00:00:00.0,61.6,0,0,"Production",,"Current",-22.242984,133.413582,53,336514,7539421,"Surveyed",
"RN014024","DRY DUD             (CROSSING) 100M (N) OF WOODFORDE P/",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014024,,,48,0,,"Unknown",,"Current",-22.460307,133.260538,53,321017,7515184,"Estimated",
"RN042859","Stirling Station Portion 655 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN042859,10,2022-05-01 00:00:00.0,72,44,8,,"Constructed&Capped","Current",-21.6956,133.581888,53,353300,7600194,"GPS",
"RN013550","ROADS 55M 0.1LPS DUD       N/T 500M NORTH EAST OF RN 13",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013550,0.1,1982-11-21 00:00:00.0,55,0,0,"Production",,"Current",-22.586965,133.33805,53,329150,7501250,"Estimated",
"RN013544","Woodgreen Station - Railway Corridor",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013544,3,1982-10-30 00:00:00.0,49,49,0,"Monitoring","Constructed&Capped","Current",-22.428393,133.888037,53,385565,7519331,"GPS",
"RN015980","Kahl Farm Lot 3848 Production Bore Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015980,10,1996-03-21 00:00:00.0,53,53,22,"Production","Constructed&Capped","Current",-22.250792,133.409603,53,336113,7538552,"GPS",
"RN013545","Alcoota - Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013545,2.5,1982-10-31 00:00:00.0,91,91,0,"Monitoring","Constructed&Capped","Current",-22.604396,133.854485,53,382261,7499820,"GPS",
"RN010480","DUD  DRY 8KM (W) OF RN2616.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010480,0,1972-11-27 00:00:00.0,13.1,0,0,"Production",,"Current",-22.360098,133.977484,53,394720,7526957,"Estimated",
"RN013542","Alcoota - Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013542,3,1982-10-28 00:00:00.0,46,42,0,"Monitoring","Constructed&Capped","Current",-22.099487,133.947562,53,391438,7555786,"GPS",
"RN010479","MULLENGERRY 4.8KM SW PROCLAMATION BORE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010479,0.8,1972-09-01 00:00:00.0,21.3,0,0,"Production",,"Current",-22.443633,134.044817,53,401712,7517755,"GPS",
"RN013543","Alcoota - Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013543,3,1982-10-29 00:00:00.0,73,73,0,"Monitoring","Constructed&Capped","Current",-22.271567,133.915349,53,388251,7536713,"GPS",
"RN015977","Flynn Bore Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015977,2,1992-12-13 00:00:00.0,60,60,29,"Production","Equipped","Current",-22.645365,133.348984,53,330346,7494796,"GPS",
"RN013548","ROADS 53M SEEPAGE DUD      N/T 4.3K NORTH OF AILERON PU",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013548,0.1,1982-11-19 00:00:00.0,53,0,0,"Production",,"Current",-22.605997,133.344436,53,329830,7499150,"Estimated",
"RN013549","ROADS 61M DRY DUD          N/T 1K NORTH WEST OF RN 1354",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013549,0,1982-11-20 00:00:00.0,61,0,0,"Production",,"Current",-22.59009,133.334608,53,328800,7500900,"Estimated",
"RN013546","R/WAY 106.9K 97M 0.5LPS DUD OF CONNER RD & 150 (W) OF L",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013546,0.5,1982-11-01 00:00:00.0,97,0,0,"Production",,"Current",-22.803612,133.810776,53,377945,7477729,"Estimated",
"RN015982","Bore #3 Aileron Roadhouse",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015982,0.6,1996-03-20 00:00:00.0,69,69,32,"Production","Constructed&Capped","Current",-22.645529,133.348214,53,330267,7494777,"GPS",
"RN017505","Stock Bore Dud Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017505,,1999-11-17 00:00:00.0,60,0,,"Production","Backfilled","Historical",-22.704423,133.300134,53,325400,7488200,"GPS",
"RN013547","Monitoring Bore Aileron Station (Railway Corridor)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013547,20.2,1982-11-03 00:00:00.0,138,138,0,"Monitoring","Constructed&Capped","Current",-22.751524,133.826792,53,379543,7483509,"GPS",
"RN015981","Ti Tree Farms Puginischi Lot 1996",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015981,8,1996-03-07 00:00:00.0,54,54,22,"Production","Constructed&Capped","Current",-22.24037,133.424398,53,337626,7539722,"Surveyed",
"RN017504","Stock Bore Dud Aileron Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017504,,1999-11-17 00:00:00.0,60,0,,"Production","Backfilled","Historical",-22.704423,133.300134,53,325400,7488200,"GPS",
"RN013551","ROAD BORE MACMAHONS CAMP. PROWSE GAP AREA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013551,1,1982-11-22 00:00:00.0,61,0,0,"Production",,"Current",-22.550308,133.310272,53,326248,7505277,"GPS",
"RN015987","Aileron Roadhouse Greg Dick",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015987,0,1997-09-07 00:00:00.0,48,0,0,"Production","Backfilled","Historical",-22.646421,133.341012,53,329528,7494670,"Estimated",
"RN013552","NO 5 MCMAHON PROWES GAP WELL AREA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013552,3,1982-11-22 00:00:00.0,30,0,0,"Production",,"Current",-22.54765,133.309138,53,326128,7505570,"GPS",
"RN015986","Site 1 Aileron Roadhouse",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015986,0,1997-09-05 00:00:00.0,75,0,0,"Production","Backfilled","Historical",-22.641866,133.337165,53,329127,7495170,"Estimated",
"RN043744","6300 Stuart Highway",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043744,0.1,2023-08-01 14:04:06.0,48,48,,,"Constructed&Capped","Current",-22.570563,133.230473,53,318067,7502939,,
"RN043745","NT Portion 703 Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043745,,2011-12-03 00:00:00.0,70,70,,,,"Current",-22.578321,133.237103,53,318759,7502088,"GPS",
"RN017265","Exploration Bore DDH 81TT1 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017265,,1981-01-01 00:00:00.0,202,0,,"Investigation","Backfilled","Historical",-22.406566,133.290453,53,324028,7521170,"Estimated",
"RN017514","Irrigation Bore Dud Ti Tree Farm NTP 3849",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017514,4,2000-04-04 00:00:00.0,90,0,,"Production","Backfilled","Historical",-22.236742,133.406025,53,335728,7540104,"Estimated",
"RN006544","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN006544,0,1969-05-24 00:00:00.0,85.3,0,0,"Monitoring","Constructed&Capped","Current",-22.222794,133.393991,53,334471,7541635,"GPS",
"RN019568","Stock Bore Oolloo Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN019568,15,2017-11-03 00:00:00.0,66,65.5,11.3,"Production","Constructed&Capped","Current",-22.345837,133.68711,53,364805,7528304,"GPS",
"RN017264","Exploration Bore DDH TTW2 Abandoned Ti Tree Basin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017264,,1978-12-01 00:00:00.0,134.5,0,,"Investigation","Backfilled","Historical",-22.281513,133.427569,53,338000,7535170,"Estimated",
"RN017516","Production Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017516,10,2000-05-06 00:00:00.0,90,84,20.54,"Production","Constructed&Capped","Current",-22.446038,133.638557,53,359905,7517166,"GPS",
"RN017515","Production Bore Ti Tree Farm NTP 3706",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN017515,4,2000-04-06 00:00:00.0,90,90,25.1,"Production","Constructed&Capped","Current",-22.239595,133.41265,53,336414,7539795,"Estimated",
"RN010703","TIN FISH WELL NO 2 3M (S) OF TIN FISH NO1.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010703,,,7.6,0,,"Unknown",,"Current",-21.909181,133.871101,53,383395,7576797,"GPS",
"RN010198","Angera Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010198,0.5,1971-10-20 00:00:00.0,29.9,29.9,18.9,"Production",,"Current",-22.430967,134.146113,53,412127,7519220,"GPS",
"RN010199","WIRRIGAN. 4.8km (SE) OF LILY FLAT BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010199,1.3,1971-09-28 00:00:00.0,31.1,0,0,"Production",,"Current",-22.57125,134.112182,53,408728,7503670,"Estimated",
"RN014881","Ti Tree Government Research Farm Production Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014881,10,1988-08-31 00:00:00.0,95.9,0,0,"Production",,"Current",-22.249582,133.419702,53,337152,7538697,"On Block",
"RN014016","SOLAR BORE 10.2KM (N) OF HARPER SPRINGS.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014016,5,1984-03-09 00:00:00.0,18,0,0,"Production",,"Current",-22.098896,134.074985,53,404582,7555937,"GPS",
"RN012433","Yerik Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012433,0,1979-11-12 00:00:00.0,30,0,0,"Production","Abandoned","Historical",-22.477069,134.243032,53,422127,7514170,"Estimated",
"RN013781","BHP BORE 5.2KM E OF RN13433&-3K E S\HWY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013781,3,1983-12-26 00:00:00.0,255,0,0,"Production",,"Current",-22.422835,133.36463,53,331684,7519454,"Surveyed",
