distance_km,id_or_name,lat,lon,source_file
25.004,RN005518,-22.146559,133.369497,Bores_Ti_Tree.csv
25.007,RN017352,-22.328681,133.5634,Bores_Ti_Tree.csv
25.033,RN010554,-22.243323,133.120856,Bores_Ti_Tree.csv
25.061,RN005639,-22.146577,133.372432,Bores_Ti_Tree.csv
25.073,RN043689,-22.584658,133.258437,Bores_Ti_Tree.csv
25.088,RN043745,-22.578321,133.237103,Bores_Ti_Tree.csv
25.094,RN005642,-22.145288,133.280868,Bores_Ti_Tree.csv
25.144,RN011769,-22.57919,133.238044,Bores_Ti_Tree.csv
25.157,RN005516,-22.146573,133.376899,Bores_Ti_Tree.csv
25.165,RN010672,-22.1552,133.408809,Bores_Ti_Tree.csv
25.186,RN005529,-22.146271,133.376738,Bores_Ti_Tree.csv
25.209,RN010678,-22.154934,133.409267,Bores_Ti_Tree.csv
25.210,RN010677,-22.154776,133.408823,Bores_Ti_Tree.csv
25.221,RN018898,-22.502187,133.521266,Bores_Ti_Tree.csv
25.229,RN018899,-22.502223,133.521323,Bores_Ti_Tree.csv
25.237,RN018481,-22.406749,133.56563,Bores_Ti_Tree.csv
25.269,RN043743,-22.573938,133.22124,Bores_Ti_Tree.csv
25.269,RN017600,-22.163604,133.43247,Bores_Ti_Tree.csv
25.338,RN043742,-22.578023,133.229706,Bores_Ti_Tree.csv
25.357,RN005473,-22.146346,133.38428,Bores_Ti_Tree.csv
25.386,RN040116,-22.580922,133.23635,Bores_Ti_Tree.csv
25.422,RN013927,-22.502675,133.523302,Bores_Ti_Tree.csv
25.494,RN017217,-22.138214,133.329677,Bores_Ti_Tree.csv
25.521,RN005510,-22.153516,133.413751,Bores_Ti_Tree.csv
25.525,RN005472,-22.146612,133.391669,Bores_Ti_Tree.csv
25.585,RN002445,-22.137341,133.325131,Bores_Ti_Tree.csv
25.616,RN013014,-22.137062,133.324531,Bores_Ti_Tree.csv
25.676,RN043740,-22.58603,133.243384,Bores_Ti_Tree.csv
25.707,RN005628,-22.146209,133.251318,Bores_Ti_Tree.csv
25.729,RN043741,-22.583976,133.23566,Bores_Ti_Tree.csv
25.739,RN005626,-22.163176,133.441561,Bores_Ti_Tree.csv
25.739,RN005626 - DBG FV.csv,-22.163176,133.441561,locations_index.csv
25.742,RN005505,-22.146622,133.399044,Bores_Ti_Tree.csv
25.747,RN017216,-22.13589,133.321115,Bores_Ti_Tree.csv
25.875,RN016680,-22.282082,133.557899,Bores_Ti_Tree.csv
25.912,RN050016,-22.13502,133.34229,Bores_Ti_Tree.csv
25.979,RN005501,-22.146632,133.406422,Bores_Ti_Tree.csv
26.088,RN040115,-22.591468,133.248519,Bores_Ti_Tree.csv
26.113,RN005629,-22.188033,133.487645,Bores_Ti_Tree.csv
26.160,RN015072,-22.432216,133.079254,Bores_Ti_Tree.csv
26.195,RN013395,-22.402518,133.071942,Bores_Ti_Tree.csv
26.195,RN013393,-22.402518,133.071942,Bores_Ti_Tree.csv
26.237,RN005580,-22.146642,133.413811,Bores_Ti_Tree.csv
26.239,RN005506,-22.146624,133.41383,Bores_Ti_Tree.csv
26.288,RN005587,-22.13275,133.354771,Bores_Ti_Tree.csv
26.404,RN017324,-22.142248,133.242438,Bores_Ti_Tree.csv
26.408,RN017323,-22.142208,133.24246,Bores_Ti_Tree.csv
26.411,RN017322,-22.142166,133.242482,Bores_Ti_Tree.csv
26.438,RN005570,-22.14002,133.398868,Bores_Ti_Tree.csv
26.473,RN005601,-22.139738,133.399036,Bores_Ti_Tree.csv
26.513,RN005502,-22.146662,133.421215,Bores_Ti_Tree.csv
26.551,RN013432,-22.252875,133.097416,Bores_Ti_Tree.csv
26.566,RN010670,-22.14652,133.422187,Bores_Ti_Tree.csv
26.612,RN013548,-22.605997,133.344436,Bores_Ti_Tree.csv
26.871,RN018926,-22.500641,133.542005,Bores_Ti_Tree.csv
26.958,RN005508,-22.139754,133.413896,Bores_Ti_Tree.csv
27.087,RN005528,-22.13979,133.417599,Bores_Ti_Tree.csv
27.128,RN013392,-22.394475,133.061662,Bores_Ti_Tree.csv
27.212,RN005475,-22.132855,133.399248,Bores_Ti_Tree.csv
27.310,RN005519,-22.132757,133.402166,Bores_Ti_Tree.csv
